id	filename	md5	size	state
2ec7fe7e-80e0-4e6d-837f-5bdffd422a73	TCGA-4W-AA9T-01Z-00-DX1.A59F28A0-EE7F-44DE-931F-36E59C9F1A45.svs	415d708d7ae2d175faba13d4e34ffc94	1424976435	validated
2ee37842-6e15-4f44-a453-5d793145d12e	TCGA-41-3915-01A-01-BS1.dcbb9885-a5d0-4d87-adc7-f79eae87cde5.svs	d48ab20f10f58eac83524949a8a8309d	244265201	validated
2f2c6776-d5b7-4d44-9261-7c59fafa5e69	TCGA-06-0213-01Z-00-DX3.337437a8-ffca-4ca2-9b94-902ce032d5f4.svs	c4cd263972cd01bcc298af8feea9e13f	190698047	validated
300d21bd-ecb9-496d-95b8-240e500ef8df	TCGA-19-1790-01B-01-BS1.2d1cd63a-9c43-4f84-ab67-6377ecc39550.svs	b8aebf3973b11a2d7ad4a13ab222e44c	126316445	validated
30322e64-a187-4273-899c-35a41afd35fa	TCGA-76-4934-01A-01-TS1.37a9c5e6-3cb3-4d55-9091-bd3c510a8680.svs	95524909df8901676a6977bd0ef0fa3d	165601441	validated
30778552-b67c-4627-8080-1d8ec5bd4e5b	TCGA-02-0266-01Z-00-DX1.fe847b40-3972-4189-9ba8-cd37a4eda01d.svs	eeb0dbb699ce016361c2ab0af89f8c68	550838257	validated
308aab6a-256e-4c7a-bfcc-e20d379ed6ec	TCGA-06-0680-11A-03-TS3.750A65F0-6C67-4403-9E1C-84BACD10C9B1.svs	da61d6824913ae71150b4e5754e5ef8e	84750805	validated
30a4fd66-7265-4215-8f97-31095d893fcf	TCGA-06-0195-01B-01-TS1.0f4a58b9-f2bb-455b-a86d-598f0456f274.svs	9f0047da8a84115450b6a21620deea2a	81487443	validated
ae52f130-d3f3-4e3f-8af3-b983c9982a35	TCGA-28-5214-01A-01-TS1.77d723e1-76b0-425e-9795-d4dc3e9748e6.svs	72060c47e47ab47802bc917de189f9d7	250736015	validated
30c913bd-93cd-4f03-a525-03b0c1b79669	TCGA-14-0789-01Z-00-DX6.dcee0120-1d46-4ab2-a6a8-1906b2c7f1c3.svs	350e99e1cd8c6bb438b5ec0ba5a4abb1	1487977285	validated
3193d20a-adcb-40b8-99a4-a9ee89608228	TCGA-02-0325-01A-01-TS1.2285fee9-7052-4e72-ad36-d254bbec13a2.svs	e01a3758d7cf42c733759d61a56f7d56	437456377	validated
31ab5615-149d-45da-8893-b778c0bc42ac	TCGA-12-0707-01Z-00-DX4.4371711c-c65a-4a3f-b054-3566f4050b97.svs	12255280e118f1b4221e988661076b0e	193052087	validated
31aec2a7-f92a-4ee5-9cc9-18478501f832	TCGA-19-0957-01C-01-TS1.2aac08e6-2186-4176-b824-84bf5ba654fe.svs	0804c07703f8059e7c26334ac01a0444	15256779	validated
31c8ec19-25a1-44ea-9142-2c82a07f2c3f	TCGA-08-0509-01A-01-BS1.e5823051-ab51-4dbe-ac65-e826e87da4e5.svs	7bed5277ac9e9ec304c3b893c5308af3	38322535	validated
31b36268-c147-4509-9cb3-ea71f9d7555c	TCGA-19-A6J5-01Z-00-DX4.D9D061F9-C4AD-45CB-B065-E6421E40C911.svs	b2789927eca2299a470fd7267c10ee8d	1840483319	validated
320a352c-b67a-4741-8cb0-d2a3bfcca4bb	TCGA-15-0742-01Z-00-DX1.5a21713f-a918-46ad-b09d-5cfd010384f8.svs	8ec5a82c5c47574316b37eb2d7ac5a7a	181836961	validated
31e1ad0b-71ed-41ea-b3d1-c10fc817b2d1	TCGA-76-6282-01A-01-BS1.aa12d94e-ad6a-49df-bf5a-951aef545368.svs	51ad346aaf6c803ebad85852849d2539	115471499	validated
32373854-a9c8-4ff2-bf73-86f473d94d46	TCGA-06-2569-01A-01-BS1.2890948d-de33-4c7a-802a-4a5ccaa75f43.svs	953da552f023f057f77734039541820d	135699263	validated
3255b121-e5c5-47fe-abb4-61360dfa55a5	TCGA-02-0281-01Z-00-DX2.4B07E89B-F739-46F6-919C-CA9C716F039E.svs	793b8bf0eee00bb2390c238f424167e8	1997595770	validated
324911b6-547d-4074-9183-82b06e842557	TCGA-74-6573-01A-01-TS1.0ed13fcb-b946-4954-9321-943ae226297a.svs	f98fc5ca3a25b476f9f4047379ef1686	243670759	validated
32361d80-4ae2-4fe3-9a60-277c891f032f	TCGA-06-0148-01Z-00-DX3.4552941d-88e8-499f-ab40-92b86e9b6459.svs	7f926f38cc7c0cb648550372f4dc92a0	716964719	validated
ea4ce6ae-3152-4434-aa44-75c081759cdc	TCGA-76-6662-01A-01-BS1.2d8fccd7-5119-44c1-bb9c-75bf32793d06.svs	0278719e80eb9bba2b8e52d117517121	193778163	validated
afe4daa4-6b01-4d92-b498-50851173f2fb	TCGA-06-6694-01A-01-BS1.c34d0007-9952-48ac-a1b9-1689ff00bac7.svs	94690850098f12fd49d6926200a8324f	157522699	validated
32968463-ffe5-4521-9d10-a5531f0a8c50	TCGA-27-2527-01A-01-TS1.92f6e867-5330-4f6e-83e5-40fc37a16f26.svs	5772747b37db35cc14eb6c73117facea	115469043	validated
3297db4d-7217-4c0b-8ebe-12579a62e2a0	TCGA-06-1087-01Z-00-DX1.2498ed55-5e6d-4e65-9a5d-f9be74c5f250.svs	98a6d3c3618127496143996a8018d7a3	98172777	validated
329e51c8-5f49-404c-b575-0fe7c5ebbf2c	TCGA-28-5209-01A-01-BS1.aa89db36-1d97-4919-8b1f-eb436da85379.svs	a6179219e8ab3b0bcaf9afe784ef3de2	67781123	validated
3313cf17-c5be-4a6a-a6f2-25442313b56e	TCGA-02-0330-01A-01-BS1.46c1ee66-a238-4486-9893-422075c35489.svs	381ad5e9629a9b7def3784ff1efde9bb	205962845	validated
331641c2-ce15-42a8-a8a1-12ddab1267de	TCGA-06-0166-01Z-00-DX7.901d41a8-1657-4c8a-85f6-14de6a02b526.svs	d0569c52a42f713db733f14498f5e935	184421745	validated
33225646-c788-4d8c-b112-c69de7d8c27b	TCGA-06-0154-01Z-00-DX1.e52d5443-e663-451f-8a1f-83ec5bb9a401.svs	92d72039f129fa4779d251ae3c229db9	536873587	validated
33399499-6f27-49c6-8f61-fbc56280153a	TCGA-14-1795-01Z-00-DX4.959a2462-9bd6-431c-b12e-e50e57043c7b.svs	058b6ba3cb65da6a58e0fd7e8c25493e	542365461	validated
33173e63-c06b-4ad0-8169-21d4053518b5	TCGA-06-0177-01A-01-TS1.30a60464-5548-4841-b6aa-fff8cc386b40.svs	d9d5448719776a8c99956b29a0d7a377	55784603	validated
33833b07-1a34-47a1-a2e4-7c5b236e8934	TCGA-27-1831-01A-01-BS1.efb9b2ad-10b4-4591-b126-23ea38962b65.svs	a40bb106610683912d88dcf60b9c73f4	113745725	validated
33c17f3e-ac55-4a31-b1c3-7aa3effc041c	TCGA-02-0317-01Z-00-DX2.15FFEA24-40C1-42C8-AE60-9CD346EE171A.svs	4828bc27dfe2997f5393cafd3b3deaf9	2222188322	validated
33c1001b-12a2-4aad-9804-f53042f72dc0	TCGA-76-4925-01A-01-TS1.611c37fc-d378-4e4b-8c94-9e75412e4e5a.svs	8c64323525ff1d1c9cbcd82b39b179b0	415114711	validated
33d95cf1-2303-4397-b6a2-c3e30613c7c8	TCGA-02-0321-01Z-00-DX2.D25B4964-AF94-46A5-8035-C98A61D387C8.svs	825950c63b6a5d703bcdd2e35dc67125	1179487956	validated
33e59846-ed13-467e-80be-b08de5080813	TCGA-02-0004-01Z-00-DX1.d8189fdc-c669-48d5-bc9e-8ddf104caff6.svs	27633814f83b4fe2d583d1f0cd36e139	470942301	validated
33eb1f91-1b47-432c-a9d9-80b6a98d6c34	TCGA-02-0439-01Z-00-DX2.0d915642-436c-4502-9719-c9da3319c0fb.svs	6668db28ee698fd36caeeca7d978f8fb	634203683	validated
344747af-1c7e-4b3c-8157-3e5f39751a5d	TCGA-76-6193-01A-01-BS1.f804050a-21f5-4b82-8b3c-d849831927ab.svs	d5ad6ae6564ae136bf6ee234fee11adc	132353673	validated
345b67b8-ec76-4cd3-9f26-25aa9e0c9c19	TCGA-06-0881-01A-01-BS1.6f2cf2cc-dc8c-49ca-b360-51467dea1c52.svs	ce066d859c4c7d452e10ea048dc340af	260020245	validated
341e0c8a-e6ce-4b90-8062-941f8434cf9f	TCGA-06-0882-01Z-00-DX1.90e658c5-a34f-435e-972f-938ea89d0a6b.svs	94a3a801c01a186f837ca283548781ab	182717557	validated
3491346d-08a2-4364-bf73-44f964fe8674	TCGA-32-4211-01A-01-TS1.b3cc50d1-4f20-4671-a04d-448a30087a18.svs	ba731d3e3fcfe13d89ee50c637729938	42301797	validated
34a0490d-d63a-4131-8981-0c7296526c06	TCGA-12-0827-01A-01-TS1.df69cdf9-786b-4667-a25a-22edbcae28be.svs	3f15c8b1e9a0c51f2bec3aec718fbba7	212450395	validated
3477e40f-894a-4eaa-ba75-91d144f81120	TCGA-14-0787-01A-01-BS1.1222e38e-5d97-4bcf-ab15-280112d21839.svs	4ff2cb760fca51ab6792cc7d2ec10970	110271857	validated
44c882d1-eaeb-4f8c-a8ea-37d6df3ef564	TCGA-02-0250-01B-01-BS1.e7315aa9-6cb4-4699-b6af-16032378641c.svs	cda2772061e1f25875c54f542f3d856a	252278511	validated
34cd8d65-e6ea-42cf-8aee-473f209f4fa3	TCGA-08-0352-01A-01-TS1.3b21a902-555d-42b1-a79f-b1ab895057ea.svs	cd47bd475f962cfa781d1d5638ebe2e7	84610119	validated
44892c65-646e-44df-8dae-3a35a1613848	TCGA-16-0848-01A-01-BS1.9ba8b669-3ea3-43d9-acd5-12c02c14450d.svs	9c7f75907bda907a023f17443fecabb1	214187097	validated
3533a7e3-5fd1-464d-95f1-ee43d51c4b99	TCGA-76-4931-01A-01-BS1.ce53c92c-5fdc-416f-92aa-128a50191cde.svs	e8666271837ed74cc0137d71f71c6fa0	115238785	validated
35cbfab5-c443-48d5-bf8f-bb7f24ee39fd	TCGA-32-1976-01A-01-TS1.91696b89-8b8a-4b85-84ef-1e12c4f0fad3.svs	ef151fd31a1dee546b2eea92603ffe24	69398255	validated
35ccdc60-1b93-45fa-a879-b9db2c0a1a2c	TCGA-12-3649-01A-01-BS1.c03ab3a3-1d4a-4081-aa18-da6fdd742f9d.svs	8e211dbd51a7ce8da85869307ead1b11	161513401	validated
35a8ed95-a9d2-4eeb-bd78-45eff29eaa4f	TCGA-14-2555-01B-01-TS1.4bcd454e-e2f3-432c-9ead-78c16fe5b626.svs	147f70d6ff31cee8591bf1f553859b09	93985761	validated
44e6a7bd-7696-467e-a902-c083676584d4	TCGA-06-0157-01A-01-BS1.7856e0bd-f59d-4b3f-b799-ded0924ec16e.svs	4e7a98746248655eada50fc43c483025	28140627	validated
4500873b-8e3b-4cfe-a86b-6c1ac6aa374c	TCGA-12-1598-01A-01-TS1.e4d7e3f3-e9e4-428d-be2a-34ec11e9bb8e.svs	29c26d7c271b93e6676b5ea5b65efa77	98330259	validated
44eba0a4-42c7-4c4a-8477-0dc1b6b6b185	TCGA-19-5952-01A-01-TS1.3f7ebe26-2d0c-4cc0-a257-5f31c84a89d6.svs	85292e0231d2ef540f1c01462da787d4	29771123	validated
360c1f3c-3e4b-454a-855a-cc22690d8ec7	TCGA-12-0615-01A-01-BS1.455ae401-9837-4e1a-8329-8d73ddd7fb40.svs	bff0e6dc86247f49eba0d703f51dd2e1	87907035	validated
4563744e-cfe5-4e0e-8635-5ff62c7dfbe5	TCGA-19-0963-01B-01-TS1.28818065-9b49-43b6-8ac1-c2a226f38441.svs	9aac3b389089c1c7ec6cabb473b8e8f6	14930729	validated
457116f3-42c0-4b2b-ad85-69e5f9cec0b5	TCGA-14-0786-01Z-00-DX1.af5e1f7d-4b04-4b8c-a98d-14361400fe94.svs	fe6b25347e4c707104e1ac86d1739165	178445837	validated
366c16ed-e1e3-4762-87f7-600f91327629	TCGA-02-2466-01A-01-TS1.682365f4-e372-47c8-b68c-6120e6499f30.svs	fe602aec69d0213475ac4cdd8bf11979	271956141	validated
45c75d9d-037b-4f61-a39d-5ea7ffe8e31d	TCGA-12-0773-01A-01-TS1.ee612956-6d63-4ba6-b8cc-0ba896e1dc0f.svs	2c43c03343ff8d19f66a4734f207ce8f	100772449	validated
45e8bbd0-3784-4354-a58c-e78f4e3a0c21	TCGA-12-1099-01Z-00-DX1.8AD15149-E35B-4294-9398-8208E78EE3B8.svs	4b93bbb78240f03b9b9a3b0d01ef6cf3	111995312	validated
36b6652b-f57d-4306-9855-0bee44e97f96	TCGA-06-0876-01Z-00-DX1.4268ceff-f46b-4d72-8606-45e79d935325.svs	3e560554cace09daf327760bc73cbeff	102199347	validated
36ca2b22-43fb-4eb2-849b-f9d57de665b1	TCGA-12-1599-01Z-00-DX3.8833F97C-5897-41E4-8FE3-A98C16BB1C0C.svs	814bb61538457f5b917a66288f91de0c	42962370	validated
36c345aa-d2e6-4dda-a141-20d7d8ecbb1b	TCGA-41-2571-01Z-00-DX1.d0a404d6-6cd0-42ab-b7c7-a9c35b9efbb9.svs	d45e347efff0cdd7d8b0ccb31348c6ec	107032295	validated
4612229b-3bf3-437e-8dde-ce2bb6d39096	TCGA-14-1034-01Z-00-DX3.e0e02544-ae8a-476f-b380-dace7a3c6f2a.svs	a0416d0d769a50605c36be3151a0fe04	526514697	validated
46515f0c-29de-4fd3-8c1a-684770654dcb	TCGA-06-0147-01Z-00-DX2.57e3c7a3-b271-4ab3-b6a0-aac29f5d52a6.svs	2948b9bf18f6a0cad73e3f95e0e58e83	314511903	validated
370fd923-66bb-4ba5-a50f-967b53fa2f8d	TCGA-12-0780-01A-01-TS1.5b47667a-db85-470c-a78b-89b7465fe527.svs	a1a6b015445ccd1a91c3629bfbc4db5a	209758991	validated
36e283b1-90f3-495d-babd-a572993d9698	TCGA-06-2570-01A-01-BS1.972fa8ca-38d2-4409-b30e-7b0ef3172704.svs	96a3fa8d9961eb816200a2238a2fbd89	253499009	validated
3712d7c0-489e-459a-97dd-309deb8cff2d	TCGA-14-1453-01Z-00-DX2.e761a338-0856-48ba-bdd8-dd9f59a47d5b.svs	b20ada8fc69e59c4621c0a3b76899f69	162169281	validated
374c8f49-ae13-44c8-9062-0485dcd561da	TCGA-32-2616-01A-01-BS1.d05a00a6-15b7-4a96-9778-cc9414895af4.svs	b3c62a2f62e5d21532011a5e95bda279	53671241	validated
37b876df-e1a7-439c-abc8-a766d1a9695f	TCGA-02-0446-01Z-00-DX1.95c368f8-b014-4c87-b93d-d792d876a0e9.svs	897947a0780a05aafda46eef9a450749	423661077	validated
375b9bb9-2a0b-4c5b-8193-e08ba986a469	TCGA-OX-A56R-01A-01-TS1.4AE03296-8747-4E76-A39A-F5E37B79319D.svs	77c95dff312829874e84b6bbd6ac66f1	322636487	validated
4795ac6c-2f60-483a-ba32-c52ae248166f	TCGA-06-1801-01A-01-BS1.3d733bea-6537-4df5-9537-5fc989f00ba1.svs	294ade0e9b13aae5f1d06dc3b01adcee	223268121	validated
478873a9-f45f-4b29-868d-469932a1f1b4	TCGA-19-5954-01Z-00-DX1.b2e11be4-3f71-4d05-9405-c41dee3fc5b5.svs	d9a6f59ccecbcf5c61f1cab57891ce47	856215081	validated
37e7dc59-2175-4db8-b907-eae3766e31c2	TCGA-19-5956-01Z-00-DX1.f50d2a6f-1937-48ac-b198-e6d70870c75c.svs	88d8af135dbc17751a60a047b3a1f942	849213001	validated
